answer,choices,question
3,"asphalt,,glossagra,,degreases,,paragonimiasis",One 7.0 kg bowling ball is lifted to a storage shelf 1.0 m above the floor. A second 7.0 kg ball is lifted to a storage shelf 2.0 m above the floor. Which of the following best explains why the measured force of gravity on each ball is nearly identical?
0,"helvetic,,nonenergic,,monomyaria,,libertyless",Which of the following is a central role of carbon in the chemistry of living organisms?
1,"catskill,,uncomposeable,,ilokano,,nonembellished",Which of the following occurs during photosynthesis?
2,"forgetfully,,tegminal,,adrenalin,,manganosite",The water contained in a geyser system gains energy from the underground material surrounding it. The water molecules gain kinetic energy and this results in an increase in the pressure of the water. Eventually the geyser erupts and expels water into the air above ground. Which of the following types of energy is the source for the initial energy gain of the water?
3,"overpurchase,,matinee,,nonunderstandingly,,adipopexia",Visible light passes through glass. Other types of electromagnetic radiation are able to pass through other materials in a similar way. Which of the following are used in medical technology because they can pass through some parts of the human body?
0,"thicketed,,schillers,,camerlingos,,dezincified",Which of the following changes occurs as a solid is heated?
1,"solattia,,cliffhanging,,sarcast,,ringside",All organisms classified in kingdom Animalia must also be classified as which of the following?
2,"birdcatcher,,eyebalm,,precoincidently,,jestee",What is the frequency of ocean waves that have a speed of 18 m/s and a wavelength of 50 m?
3,"tintamarre,,didric,,nonintegration,,goosegrass",Which of the following distinguishes the organisms in the kingdom Fungi from other eukaryotic organisms?
0,"nonsignificancy,,miniaturizations,,unneuralgic,,photonephoscope",In which of the following ways are photosynthesis and cellular respiration alike?
1,"anisado,,naassenes,,campaigned,,jamesina",The tendency of a stationary object to resist being put into motion is known as
2,"resowed,,sikimi,,lucanus,,cocktailed","In a copper wire, a temperature increase is the result of which of the following?"
3,"wrathy,,occipitofacial,,compensates,,cuittles","During the fall reproductive season, the belly of a male brook trout becomes bright orange. The orange belly provides some camouflage and helps attract females. This trait evolved in brook trout because, compared to males with pale bellies, males with bright orange bellies are more likely to"
0,"reminiscitory,,unyoke,,lumpiest,,vibromassage",Which of the following would most likely happen if grasses and shrubs were removed from a rural Massachusetts ecosystem?
1,"biosociological,,capsulizing,,fellowless,,sirenically","If a solid object is taken from Earth far into space, which of the following measurements of the object will change most?"
2,"disquixote,,phoniness,,goriness,,undiscoverableness",Comparing the skeletons of which of the following fish would best show the evolution of a fish species?
3,"spece,,checkery,,alacrities,,haemodynamic",The cows in a rancher's herd of cattle have been selectively bred to produce milk. Which of the following will cause the next generation of cows to receive the trait for producing large quantities of milk?
0,"stephanic,,baths,,reannouncement,,pecht",Sherry is going to use her computer to draw a three-dimensional box. She wants to be able to specify the exact dimensions and angles and to rotate the box as needed on the screen. Which of the following types of programs would Sherry most likely use for this purpose?
1,"vindictiveness,,precommitted,,helving,,hething",Which of the following statements best explains why it is warmer at the equator than at the North Pole?
2,"aragonese,,siphonopore,,vipolitic,,pachoulis",Most of the bacteria in a forest ecosystem are best classified as which of the following types of organisms?
3,"twelfths,,sleeper,,bronchoesophagoscopy,,moirette",Which of the following is an example of a container that is filled with a pure substance rather than with a mixture?
0,"purveyor,,kohen,,temporalist,,peuhl",A crop of corn plants is genetically modified so that the plants produce a natural pesticide. People are concerned that these corn plants might transfer modified genetic material to other plants. Which of the following is the best way to further modify the plants to prevent them from transferring their genetic materials to other plants?
1,"vaurien,,transmissional,,devast,,thronged","Wolves kill many elk every year and often attack old, sick, and injured members of a herd. Which of the following best describes the role of the wolves in the wolf-elk relationship?"
2,"bromocyanogen,,espece,,tabitha,,nonschismatical",Earth's core is primarily composed of which of the following materials?
3,"revampment,,scoria,,agitable,,scientific",Which of the following correctly orders part of a fish's respiratory system from the least complex to most complex?
0,"inviolability,,begroaned,,stoked,,modelmaking",A company is creating an advertisement for its custom-made guitars. Which of the following statements should be in the advertisement to best emphasize the company's custom production processes?
1,"retramp,,arbota,,precontribution,,sialosis",An engineer constructs a prototype from wood. Which of the following is the best tool for the engineer to use to make the prototype's surface smooth?
2,"brezhnev,,ribands,,peptid,,ravished","Many natural rock formations change color over time. In Utah, for example, iron oxidized and formed red, orange, and yellow rock. Which of the following is the cause of this change?"
3,"escobedo,,kalends,,gobstick,,petropharyngeal",Which of the following is a cause of the ocean levels periodically rising and then falling?
0,"unmurmuringly,,dissimulators,,scutta,,antihydropic",Which event would most likely cause a rapid extinction of organisms?
1,"rhinocele,,unstrepitous,,linolic,,reinstallment",What is the most likely outcome of the Moon moving away from Earth?
2,"iconolatrous,,tayassuid,,glyptodontidae,,subcallosal",Which of the following is found in all living organisms?
3,"infectuous,,cajolements,,weldment,,karl",Which statement describes the location of our Sun in the universe?
0,"inteneration,,cardioplegia,,subepidermal,,metaphonize",Giant redwood trees change energy from one form to another. How is energy changed by the trees?
1,"gargoylism,,sorabian,,agaty,,levatores",Lori owns a house next to the lake. She uses lots of fertilizer to keep her lawn green. Which impact could fertilizing her lawn have on the lake?
2,"glamourize,,telotype,,undisputable,,rebatable",What is a galaxy?
3,"echiniform,,pneumectomies,,whomble,,educables",A geologist found fossils of horse bones in different rock layers of a canyon. The fossils in the lower levels show shorter bones than those in the upper-level fossils. Which conclusion is based on the geologist's observations?
0,"cycasin,,backpedal,,motorcar,,monistic",Which sentence describes a characteristic of offspring produced by sexual reproduction?
1,"uncured,,arrowleaf,,unassertively,,creping",Mosquitoes have adapted to detect carbon dioxide using certain sensory nerves. Mosquitoes instinctually move toward greater concentrations of carbon dioxide. What is the importance of this adaptation?
2,"barile,,vietnamization,,stela,,odessa","Bees can see wavelengths of only yellow, blue, and ultraviolet light. Many plant flowers consist of yellow, blue, and ultraviolet markings that are near the center of the flower. Which sentence describes which organisms benefit from this and explains why?"
3,"lyricize,,emasculated,,prorogator,,hephaestic",What can a moving magnet in a coil of copper wire cause?
0,"fetise,,sextuples,,rescindable,,tectona","A ball is dropped from different heights. When the ball is dropped from the highest height, it makes the greatest noise or vibration when it lands on the ground. What is the best explanation for the ball making the greatest noise?"
1,"entangler,,unorder,,chasable,,timed",Earth rotates on its north-south axis. Which statement best describes one complete rotation?
