question,answer,Subject,choices,answer_original_temperature:0
"Enunciado 1 | Si un grupo tiene un elemento de orden 15, debe tener al menos 8 elementos de orden 15. Enunciado 2 | Si un grupo tiene más de 8 elementos de orden 15, debe tener al menos 16 elementos de orden 15.",A,abstract_algebra,"[tarragona,, rehollando,, socarrase,, pulpearais]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 15, debe tener al menos 8 elementos de orden 15. Enunciado 2 | Si un grupo tiene más de 8 elementos de orden 15, debe tener al menos 16 elementos de orden 15.",A,abstract_algebra,"[socarrase,, pulpearais,, tarragona,, rehollando]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 15, debe tener al menos 8 elementos de orden 15. Enunciado 2 | Si un grupo tiene más de 8 elementos de orden 15, debe tener al menos 16 elementos de orden 15.",A,abstract_algebra,"[socarrase,, pulpearais,, rehollando,, tarragona]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 15, debe tener al menos 8 elementos de orden 15. Enunciado 2 | Si un grupo tiene más de 8 elementos de orden 15, debe tener al menos 16 elementos de orden 15.",A,abstract_algebra,"[socarrase,, tarragona,, pulpearais,, rehollando]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 15, debe tener al menos 8 elementos de orden 15. Enunciado 2 | Si un grupo tiene más de 8 elementos de orden 15, debe tener al menos 16 elementos de orden 15.",A,abstract_algebra,"[socarrase,, tarragona,, rehollando,, pulpearais]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 15, debe tener al menos 8 elementos de orden 15. Enunciado 2 | Si un grupo tiene más de 8 elementos de orden 15, debe tener al menos 16 elementos de orden 15.",A,abstract_algebra,"[socarrase,, rehollando,, pulpearais,, tarragona]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 15, debe tener al menos 8 elementos de orden 15. Enunciado 2 | Si un grupo tiene más de 8 elementos de orden 15, debe tener al menos 16 elementos de orden 15.",A,abstract_algebra,"[socarrase,, rehollando,, tarragona,, pulpearais]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 15, debe tener al menos 8 elementos de orden 15. Enunciado 2 | Si un grupo tiene más de 8 elementos de orden 15, debe tener al menos 16 elementos de orden 15.",A,abstract_algebra,"[rehollando,, pulpearais,, tarragona,, socarrase]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 15, debe tener al menos 8 elementos de orden 15. Enunciado 2 | Si un grupo tiene más de 8 elementos de orden 15, debe tener al menos 16 elementos de orden 15.",A,abstract_algebra,"[rehollando,, pulpearais,, socarrase,, tarragona]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 15, debe tener al menos 8 elementos de orden 15. Enunciado 2 | Si un grupo tiene más de 8 elementos de orden 15, debe tener al menos 16 elementos de orden 15.",A,abstract_algebra,"[rehollando,, tarragona,, pulpearais,, socarrase]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 15, debe tener al menos 8 elementos de orden 15. Enunciado 2 | Si un grupo tiene más de 8 elementos de orden 15, debe tener al menos 16 elementos de orden 15.",A,abstract_algebra,"[rehollando,, tarragona,, socarrase,, pulpearais]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 15, debe tener al menos 8 elementos de orden 15. Enunciado 2 | Si un grupo tiene más de 8 elementos de orden 15, debe tener al menos 16 elementos de orden 15.",A,abstract_algebra,"[rehollando,, socarrase,, pulpearais,, tarragona]",0
"Enunciado 1 | Si un grupo tiene un elemento de orden 15, debe tener al menos 8 elementos de orden 15. Enunciado 2 | Si un grupo tiene más de 8 elementos de orden 15, debe tener al menos 16 elementos de orden 15.",A,abstract_algebra,"[rehollando,, socarrase,, tarragona,, pulpearais]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[embroquemos,, firmaban,, deslegitimo,, aboquillando]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[embroquemos,, firmaban,, aboquillando,, deslegitimo]",1
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[embroquemos,, deslegitimo,, firmaban,, aboquillando]",1
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[embroquemos,, deslegitimo,, aboquillando,, firmaban]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[embroquemos,, aboquillando,, firmaban,, deslegitimo]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[embroquemos,, aboquillando,, deslegitimo,, firmaban]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[firmaban,, embroquemos,, deslegitimo,, aboquillando]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[firmaban,, embroquemos,, aboquillando,, deslegitimo]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[firmaban,, deslegitimo,, embroquemos,, aboquillando]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[firmaban,, deslegitimo,, aboquillando,, embroquemos]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[firmaban,, aboquillando,, embroquemos,, deslegitimo]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[firmaban,, aboquillando,, deslegitimo,, embroquemos]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[deslegitimo,, embroquemos,, firmaban,, aboquillando]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[deslegitimo,, embroquemos,, aboquillando,, firmaban]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[deslegitimo,, firmaban,, embroquemos,, aboquillando]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[deslegitimo,, firmaban,, aboquillando,, embroquemos]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[deslegitimo,, aboquillando,, embroquemos,, firmaban]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[deslegitimo,, aboquillando,, firmaban,, embroquemos]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[aboquillando,, embroquemos,, firmaban,, deslegitimo]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[aboquillando,, embroquemos,, deslegitimo,, firmaban]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[aboquillando,, firmaban,, embroquemos,, deslegitimo]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[aboquillando,, firmaban,, deslegitimo,, embroquemos]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[aboquillando,, deslegitimo,, embroquemos,, firmaban]",0
Enunciado 1 | Toda imagen homomorfa de un grupo G es isomorfa a un grupo de factores de G. Enunciado 2 | Las imágenes homomorfas de un grupo G son las mismas (hasta el isomorfismo) que los grupos de factores de G.,A,abstract_algebra,"[aboquillando,, deslegitimo,, firmaban,, embroquemos]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[molcajeteabais,, lisaríais,, calcinás,, disciplinaras]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[molcajeteabais,, lisaríais,, disciplinaras,, calcinás]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[molcajeteabais,, calcinás,, lisaríais,, disciplinaras]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[molcajeteabais,, calcinás,, disciplinaras,, lisaríais]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[molcajeteabais,, disciplinaras,, lisaríais,, calcinás]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[molcajeteabais,, disciplinaras,, calcinás,, lisaríais]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[lisaríais,, molcajeteabais,, calcinás,, disciplinaras]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[lisaríais,, molcajeteabais,, disciplinaras,, calcinás]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[lisaríais,, calcinás,, molcajeteabais,, disciplinaras]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[lisaríais,, calcinás,, disciplinaras,, molcajeteabais]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[lisaríais,, disciplinaras,, molcajeteabais,, calcinás]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[lisaríais,, disciplinaras,, calcinás,, molcajeteabais]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[calcinás,, molcajeteabais,, lisaríais,, disciplinaras]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[calcinás,, molcajeteabais,, disciplinaras,, lisaríais]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[calcinás,, lisaríais,, molcajeteabais,, disciplinaras]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[calcinás,, lisaríais,, disciplinaras,, molcajeteabais]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[calcinás,, disciplinaras,, molcajeteabais,, lisaríais]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[calcinás,, disciplinaras,, lisaríais,, molcajeteabais]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[disciplinaras,, molcajeteabais,, lisaríais,, calcinás]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[disciplinaras,, molcajeteabais,, calcinás,, lisaríais]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[disciplinaras,, lisaríais,, molcajeteabais,, calcinás]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[disciplinaras,, lisaríais,, calcinás,, molcajeteabais]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[disciplinaras,, calcinás,, molcajeteabais,, lisaríais]",0
Enunciado 1 | Un homomorfismo de anillo es uno a uno si y solo si el núcleo es {0}. Enunciado 2 | Q es un ideal en R.,D,abstract_algebra,"[disciplinaras,, calcinás,, lisaríais,, molcajeteabais]",0
Determine el grado dada la extensión de campo Q(�?2) + �?3)) sobre Q.,B,abstract_algebra,"[remosquée,, horquillaréis,, presupuestaseis,, replantando]",0
Determine el grado dada la extensión de campo Q(�?2) + �?3)) sobre Q.,B,abstract_algebra,"[remosquée,, horquillaréis,, replantando,, presupuestaseis]",0
Determine el grado dada la extensión de campo Q(�?2) + �?3)) sobre Q.,B,abstract_algebra,"[remosquée,, presupuestaseis,, horquillaréis,, replantando]",1
Determine el grado dada la extensión de campo Q(�?2) + �?3)) sobre Q.,B,abstract_algebra,"[remosquée,, presupuestaseis,, replantando,, horquillaréis]",0
Determine el grado dada la extensión de campo Q(�?2) + �?3)) sobre Q.,B,abstract_algebra,"[remosquée,, replantando,, horquillaréis,, presupuestaseis]",0
Determine el grado dada la extensión de campo Q(�?2) + �?3)) sobre Q.,B,abstract_algebra,"[remosquée,, replantando,, presupuestaseis,, horquillaréis]",0
Determine el grado dada la extensión de campo Q(�?2) + �?3)) sobre Q.,B,abstract_algebra,"[horquillaréis,, remosquée,, presupuestaseis,, replantando]",0
Determine el grado dada la extensión de campo Q(�?2) + �?3)) sobre Q.,B,abstract_algebra,"[horquillaréis,, remosquée,, replantando,, presupuestaseis]",0
Determine el grado dada la extensión de campo Q(�?2) + �?3)) sobre Q.,B,abstract_algebra,"[horquillaréis,, presupuestaseis,, remosquée,, replantando]",0
Determine el grado dada la extensión de campo Q(�?2) + �?3)) sobre Q.,B,abstract_algebra,"[horquillaréis,, presupuestaseis,, replantando,, remosquée]",0
Determine el grado dada la extensión de campo Q(�?2) + �?3)) sobre Q.,B,abstract_algebra,"[horquillaréis,, replantando,, remosquée,, presupuestaseis]",0
Determine el grado dada la extensión de campo Q(�?2) + �?3)) sobre Q.,B,abstract_algebra,"[horquillaréis,, replantando,, presupuestaseis,, remosquée]",0
Determine el grado dada la extensión de campo Q(�?2) + �?3)) sobre Q.,B,abstract_algebra,"[presupuestaseis,, remosquée,, horquillaréis,, replantando]",0
Determine el grado dada la extensión de campo Q(�?2) + �?3)) sobre Q.,B,abstract_algebra,"[presupuestaseis,, remosquée,, replantando,, horquillaréis]",0
Determine el grado dada la extensión de campo Q(�?2) + �?3)) sobre Q.,B,abstract_algebra,"[presupuestaseis,, horquillaréis,, remosquée,, replantando]",0
